1542135330.62019 | #LOG_START           | ===
1542136268.50065 | #FRAME_END           | ---
1542136269.00178 | #FRAME_START         | ---
1542136269.03093 | ELM_VOLTAGE          | N/V
1542136269.24391 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136269.45907 | COOLANT_TEMP         | 70 degC
1542136269.68237 | INTAKE_PRESSURE      | 36 kilopascal
1542136269.90560 | RPM                  | 1288.0 revolutions_per_minute
1542136270.12933 | SPEED                | 16 kph
1542136270.35501 | INTAKE_TEMP          | 34 degC
1542136270.35632 | #FRAME_END           | ---
1542136270.85746 | #FRAME_START         | ---
1542136270.89094 | ELM_VOLTAGE          | N/V
1542136271.11472 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136271.33080 | COOLANT_TEMP         | 70 degC
1542136271.55390 | INTAKE_PRESSURE      | 35 kilopascal
1542136271.77729 | RPM                  | 1312.0 revolutions_per_minute
1542136272.00116 | SPEED                | 17 kph
1542136272.21085 | INTAKE_TEMP          | 34 degC
1542136272.21216 | #FRAME_END           | ---
1542136272.71771 | #FRAME_START         | ---
1542136272.76091 | ELM_VOLTAGE          | N/V
1542136272.98722 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136273.20320 | COOLANT_TEMP         | 70 degC
1542136273.41156 | INTAKE_PRESSURE      | 38 kilopascal
1542136273.63695 | RPM                  | 1276.0 revolutions_per_minute
1542136273.85683 | SPEED                | 16 kph
1542136274.08282 | INTAKE_TEMP          | 34 degC
1542136274.08420 | #FRAME_END           | ---
1542136274.58549 | #FRAME_START         | ---
1542136274.61098 | ELM_VOLTAGE          | N/V
1542136274.82712 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136275.04284 | COOLANT_TEMP         | 70 degC
1542136275.26585 | INTAKE_PRESSURE      | 40 kilopascal
1542136275.48907 | RPM                  | 1343.0 revolutions_per_minute
1542136275.71307 | SPEED                | 17 kph
1542136275.92254 | INTAKE_TEMP          | 34 degC
1542136275.92392 | #FRAME_END           | ---
1542136276.42504 | #FRAME_START         | ---
1542136276.45182 | ELM_VOLTAGE          | N/V
1542136276.66681 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136276.88250 | COOLANT_TEMP         | 70 degC
1542136277.10544 | INTAKE_PRESSURE      | 37 kilopascal
1542136277.32884 | RPM                  | 1374.0 revolutions_per_minute
1542136277.55274 | SPEED                | 17 kph
1542136277.77835 | INTAKE_TEMP          | 34 degC
1542136277.77989 | #FRAME_END           | ---
1542136278.28459 | #FRAME_START         | ---
1542136278.32098 | ELM_VOLTAGE          | N/V
1542136278.53851 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136278.75440 | COOLANT_TEMP         | 70 degC
1542136278.97719 | INTAKE_PRESSURE      | 30 kilopascal
1542136279.20149 | RPM                  | 784.0 revolutions_per_minute
1542136279.42434 | SPEED                | 16 kph
1542136279.65006 | INTAKE_TEMP          | 34 degC
1542136279.65142 | #FRAME_END           | ---
1542136280.15261 | #FRAME_START         | ---
1542136280.18102 | ELM_VOLTAGE          | N/V
1542136280.39425 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136280.61000 | COOLANT_TEMP         | 70 degC
1542136280.83320 | INTAKE_PRESSURE      | 39 kilopascal
1542136281.05616 | RPM                  | 755.0 revolutions_per_minute
1542136281.26404 | SPEED                | 15 kph
1542136281.48958 | INTAKE_TEMP          | 34 degC
1542136281.49108 | #FRAME_END           | ---
1542136281.99226 | #FRAME_START         | ---
1542136282.02096 | ELM_VOLTAGE          | N/V
1542136282.23377 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136282.44883 | COOLANT_TEMP         | 70 degC
1542136282.67200 | INTAKE_PRESSURE      | 41 kilopascal
1542136282.89541 | RPM                  | 706.0 revolutions_per_minute
1542136283.11921 | SPEED                | 13 kph
1542136283.34466 | INTAKE_TEMP          | 34 degC
1542136283.34598 | #FRAME_END           | ---
1542136283.85154 | #FRAME_START         | ---
1542136283.89093 | ELM_VOLTAGE          | N/V
1542136284.10542 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136284.32071 | COOLANT_TEMP         | 70 degC
1542136284.54364 | INTAKE_PRESSURE      | 40 kilopascal
1542136284.78303 | RPM                  | 707.0 revolutions_per_minute
1542136285.00703 | SPEED                | 10 kph
1542136285.23249 | INTAKE_TEMP          | 34 degC
1542136285.23380 | #FRAME_END           | ---
1542136285.73493 | #FRAME_START         | ---
1542136285.76093 | ELM_VOLTAGE          | N/V
1542136285.97701 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136286.19225 | COOLANT_TEMP         | 70 degC
1542136286.41533 | INTAKE_PRESSURE      | 40 kilopascal
1542136286.63873 | RPM                  | 699.0 revolutions_per_minute
1542136286.86261 | SPEED                | 0 kph
1542136287.08806 | INTAKE_TEMP          | 34 degC
1542136287.08937 | #FRAME_END           | ---
1542136287.59061 | #FRAME_START         | ---
1542136287.62112 | ELM_VOLTAGE          | N/V
1542136287.83288 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136288.04787 | COOLANT_TEMP         | 71 degC
1542136288.27125 | INTAKE_PRESSURE      | 40 kilopascal
1542136288.51035 | RPM                  | 699.0 revolutions_per_minute
1542136288.73425 | SPEED                | 0 kph
1542136288.95986 | INTAKE_TEMP          | 34 degC
1542136288.96117 | #FRAME_END           | ---
1542136289.46239 | #FRAME_START         | ---
1542136289.49100 | ELM_VOLTAGE          | N/V
1542136289.70442 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136289.91953 | COOLANT_TEMP         | 71 degC
1542136290.14281 | INTAKE_PRESSURE      | 55 kilopascal
1542136290.38276 | RPM                  | 707.0 revolutions_per_minute
1542136290.61072 | SPEED                | 2 kph
1542136290.83206 | INTAKE_TEMP          | 34 degC
1542136290.83343 | #FRAME_END           | ---
1542136291.33462 | #FRAME_START         | ---
1542136291.36098 | ELM_VOLTAGE          | N/V
1542136291.59238 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136291.80779 | COOLANT_TEMP         | 71 degC
1542136292.03100 | INTAKE_PRESSURE      | 45 kilopascal
1542136292.27056 | RPM                  | 628.0 revolutions_per_minute
1542136292.49431 | SPEED                | 2 kph
1542136292.71976 | INTAKE_TEMP          | 34 degC
1542136292.72115 | #FRAME_END           | ---
1542136293.22231 | #FRAME_START         | ---
1542136293.25095 | ELM_VOLTAGE          | N/V
1542136293.48014 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136293.69554 | COOLANT_TEMP         | 71 degC
1542136293.91864 | INTAKE_PRESSURE      | 47 kilopascal
1542136294.14200 | RPM                  | 717.0 revolutions_per_minute
1542136294.36599 | SPEED                | 2 kph
1542136294.59147 | INTAKE_TEMP          | 34 degC
1542136294.59289 | #FRAME_END           | ---
1542136295.09404 | #FRAME_START         | ---
1542136295.12098 | ELM_VOLTAGE          | N/V
1542136295.35180 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136295.56727 | COOLANT_TEMP         | 71 degC
1542136295.79163 | INTAKE_PRESSURE      | 49 kilopascal
1542136296.02979 | RPM                  | 698.0 revolutions_per_minute
1542136296.25369 | SPEED                | 2 kph
1542136296.47918 | INTAKE_TEMP          | 34 degC
1542136296.48074 | #FRAME_END           | ---
1542136296.98184 | #FRAME_START         | ---
1542136297.01112 | ELM_VOLTAGE          | N/V
1542136297.23924 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136297.45486 | COOLANT_TEMP         | 71 degC
1542136297.67797 | INTAKE_PRESSURE      | 48 kilopascal
1542136297.90128 | RPM                  | 710.0 revolutions_per_minute
1542136298.12515 | SPEED                | 1 kph
1542136298.35080 | INTAKE_TEMP          | 34 degC
1542136298.35218 | #FRAME_END           | ---
1542136298.85335 | #FRAME_START         | ---
1542136298.88094 | ELM_VOLTAGE          | N/V
1542136299.11090 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136299.32634 | COOLANT_TEMP         | 71 degC
1542136299.54922 | INTAKE_PRESSURE      | 47 kilopascal
1542136299.77261 | RPM                  | 709.0 revolutions_per_minute
1542136299.99634 | SPEED                | 0 kph
1542136300.22193 | INTAKE_TEMP          | 34 degC
1542136300.22323 | #FRAME_END           | ---
1542136300.72439 | #FRAME_START         | ---
1542136300.75099 | ELM_VOLTAGE          | N/V
1542136300.96653 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136301.18189 | COOLANT_TEMP         | 72 degC
1542136301.40590 | INTAKE_PRESSURE      | 48 kilopascal
1542136301.62840 | RPM                  | 689.0 revolutions_per_minute
1542136301.85840 | SPEED                | 0 kph
1542136302.09920 | INTAKE_TEMP          | 34 degC
1542136302.10033 | #FRAME_END           | ---
1542136302.60132 | #FRAME_START         | ---
1542136302.64062 | ELM_VOLTAGE          | N/V
1542136302.85421 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136303.06952 | COOLANT_TEMP         | 72 degC
1542136303.29254 | INTAKE_PRESSURE      | 47 kilopascal
1542136303.51586 | RPM                  | 699.0 revolutions_per_minute
1542136303.72432 | SPEED                | 0 kph
1542136303.94573 | INTAKE_TEMP          | 34 degC
1542136303.94665 | #FRAME_END           | ---
1542136304.44770 | #FRAME_START         | ---
1542136304.48062 | ELM_VOLTAGE          | N/V
1542136304.69261 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136304.90545 | COOLANT_TEMP         | 72 degC
1542136305.13624 | INTAKE_PRESSURE      | 49 kilopascal
1542136305.37153 | RPM                  | 700.0 revolutions_per_minute
1542136305.59558 | SPEED                | 1 kph
1542136305.82096 | INTAKE_TEMP          | 34 degC
1542136305.82227 | #FRAME_END           | ---
1542136306.32950 | #FRAME_START         | ---
1542136306.37088 | ELM_VOLTAGE          | N/V
1542136306.58165 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136306.79730 | COOLANT_TEMP         | 72 degC
1542136307.02047 | INTAKE_PRESSURE      | 47 kilopascal
1542136307.24404 | RPM                  | 708.0 revolutions_per_minute
1542136307.46445 | SPEED                | 1 kph
1542136307.68945 | INTAKE_TEMP          | 34 degC
1542136307.69067 | #FRAME_END           | ---
1542136308.19166 | #FRAME_START         | ---
1542136308.22099 | ELM_VOLTAGE          | N/V
1542136308.43740 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136308.65310 | COOLANT_TEMP         | 72 degC
1542136308.87621 | INTAKE_PRESSURE      | 47 kilopascal
1542136309.09934 | RPM                  | 702.0 revolutions_per_minute
1542136309.32817 | SPEED                | 0 kph
1542136309.54536 | INTAKE_TEMP          | 34 degC
1542136309.54632 | #FRAME_END           | ---
1542136310.04731 | #FRAME_START         | ---
1542136310.08073 | ELM_VOLTAGE          | N/V
1542136310.30768 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136310.52081 | COOLANT_TEMP         | 72 degC
1542136310.72818 | INTAKE_PRESSURE      | 57 kilopascal
1542136310.95508 | RPM                  | 657.0 revolutions_per_minute
1542136311.17903 | SPEED                | 0 kph
1542136311.40447 | INTAKE_TEMP          | 34 degC
1542136311.40588 | #FRAME_END           | ---
1542136311.91762 | #FRAME_START         | ---
1542136311.95098 | ELM_VOLTAGE          | N/V
1542136312.16481 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136312.38050 | COOLANT_TEMP         | 72 degC
1542136312.60342 | INTAKE_PRESSURE      | 52 kilopascal
1542136312.84291 | RPM                  | 719.0 revolutions_per_minute
1542136313.06665 | SPEED                | 0 kph
1542136313.29215 | INTAKE_TEMP          | 34 degC
1542136313.29352 | #FRAME_END           | ---
1542136313.79469 | #FRAME_START         | ---
1542136313.82097 | ELM_VOLTAGE          | N/V
1542136314.03646 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136314.26801 | COOLANT_TEMP         | 72 degC
1542136314.49111 | INTAKE_PRESSURE      | 53 kilopascal
1542136314.71438 | RPM                  | 540.0 revolutions_per_minute
1542136314.93779 | SPEED                | 1 kph
1542136315.16342 | INTAKE_TEMP          | 34 degC
1542136315.16474 | #FRAME_END           | ---
1542136315.66586 | #FRAME_START         | ---
1542136315.69092 | ELM_VOLTAGE          | N/V
1542136315.90793 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136316.12360 | COOLANT_TEMP         | 72 degC
1542136316.34622 | INTAKE_PRESSURE      | 53 kilopascal
1542136316.56957 | RPM                  | 715.0 revolutions_per_minute
1542136316.79349 | SPEED                | 1 kph
1542136317.01897 | INTAKE_TEMP          | 34 degC
1542136317.02054 | #FRAME_END           | ---
1542136317.52171 | #FRAME_START         | ---
1542136317.55126 | ELM_VOLTAGE          | N/V
1542136317.77877 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136317.99483 | COOLANT_TEMP         | 72 degC
1542136318.21794 | INTAKE_PRESSURE      | 50 kilopascal
1542136318.44137 | RPM                  | 712.0 revolutions_per_minute
1542136318.64918 | SPEED                | 0 kph
1542136318.87467 | INTAKE_TEMP          | 34 degC
1542136318.87595 | #FRAME_END           | ---
1542136319.37714 | #FRAME_START         | ---
1542136319.41093 | ELM_VOLTAGE          | N/V
1542136319.63535 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136319.85063 | COOLANT_TEMP         | 72 degC
1542136320.07376 | INTAKE_PRESSURE      | 55 kilopascal
1542136320.29714 | RPM                  | 683.0 revolutions_per_minute
1542136320.52094 | SPEED                | 1 kph
1542136320.74624 | INTAKE_TEMP          | 34 degC
1542136320.74756 | #FRAME_END           | ---
1542136321.24869 | #FRAME_START         | ---
1542136321.28091 | ELM_VOLTAGE          | N/V
1542136321.50696 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136321.72218 | COOLANT_TEMP         | 72 degC
1542136321.94528 | INTAKE_PRESSURE      | 51 kilopascal
1542136322.16870 | RPM                  | 705.0 revolutions_per_minute
1542136322.39283 | SPEED                | 1 kph
1542136322.61800 | INTAKE_TEMP          | 34 degC
1542136322.61931 | #FRAME_END           | ---
1542136323.12282 | #FRAME_START         | ---
1542136323.15111 | ELM_VOLTAGE          | N/V
1542136323.37885 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136323.59464 | COOLANT_TEMP         | 72 degC
1542136323.81750 | INTAKE_PRESSURE      | 49 kilopascal
1542136324.04092 | RPM                  | 714.0 revolutions_per_minute
1542136324.26478 | SPEED                | 0 kph
1542136324.49063 | INTAKE_TEMP          | 34 degC
1542136324.49202 | #FRAME_END           | ---
1542136324.99314 | #FRAME_START         | ---
1542136325.02107 | ELM_VOLTAGE          | N/V
1542136325.25065 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136325.46608 | COOLANT_TEMP         | 72 degC
1542136325.68919 | INTAKE_PRESSURE      | 45 kilopascal
1542136325.92851 | RPM                  | 714.0 revolutions_per_minute
